"Time","Source","Destination","Protocol","Length","D-Port","S-Port","ACK","SYN","Delta-Time"
"183.129497","172.27.224.250","172.27.224.251","TCP","60","52578","502","Set","Not set","0.000889"
"183.129500","172.27.224.251","172.27.224.250","TCP","60","502","52578","Set","Not set","0.000003"
"183.129687","172.27.224.250","172.27.224.251","TCP","60","52578","502","Set","Not set","0.000187"
"183.138652","172.27.224.250","172.27.224.251","TCP","60","52578","502","Not set","Not set","0.008965"
"183.220087","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.081435"
"183.230579","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010492"
"183.437333","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206754"
"183.531561","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094228"
"183.539894","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.008333"
"183.749332","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.209438"
"183.843506","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094174"
"183.850594","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007088"
"184.019354","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.168760"
"184.061326","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.041972"
"184.155631","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094305"
"184.159925","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004294"
"184.373326","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.213401"
"184.467750","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094424"
"184.470580","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002830"
"184.566454","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.095874"
"184.568522","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.002068"
"184.568527","172.27.224.251","172.27.224.250","TCP","60","502","52579","Not set","Set","0.000005"
"184.578782","172.27.224.250","172.27.224.251","TCP","60","52579","502","Set","Set","0.010255"
"184.578787","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000005"
"184.579171","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000384"
"184.579415","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000244"
"184.579664","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000249"
"184.579912","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000248"
"184.580166","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000254"
"184.580414","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000248"
"184.580662","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000248"
"184.580910","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000248"
"184.581164","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000254"
"184.581411","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000247"
"184.581659","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000248"
"184.581907","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000248"
"184.590335","172.27.224.250","172.27.224.251","TCP","60","52579","502","Set","Not set","0.008428"
"184.599912","172.27.224.250","172.27.224.251","TCP","60","52579","502","Set","Not set","0.009577"
"184.600771","172.27.224.250","172.27.224.251","Modbus/TCP","66","52579","502","Set","Not set","0.000859"
"184.669728","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.068957"
"184.779813","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.110085"
"184.789990","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010177"
"184.803058","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.013068"
"184.997325","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.194267"
"185.091473","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094148"
"185.100613","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009140"
"185.293710","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.193097"
"185.403531","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109821"
"185.410010","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006479"
"185.621325","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211315"
"185.715471","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094146"
"185.720653","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005182"
"185.917710","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.197057"
"186.018157","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.100447"
"186.018632","172.27.224.250","172.27.224.251","TCP","60","52579","502","Set","Not set","0.000475"
"186.019310","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.000678"
"186.019483","172.27.224.250","172.27.224.251","TCP","60","52579","502","Set","Not set","0.000173"
"186.019503","172.27.224.251","172.27.224.250","TCP","60","502","52579","Set","Not set","0.000020"
"186.019672","172.27.224.250","172.27.224.251","TCP","60","52579","502","Set","Not set","0.000169"
"186.027564","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.007892"
"186.028691","172.27.224.250","172.27.224.251","TCP","60","52579","502","Not set","Not set","0.001127"
"186.030630","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.001939"
"186.229679","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.199049"
"186.339644","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109965"
"186.349950","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010306"
"186.557287","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207337"
"186.651725","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094438"
"186.660612","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.008887"
"186.853721","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.193109"
"186.963484","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109763"
"186.969927","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006443"
"187.072285","fe80::2591:3422:2a18:9404","ff02::1:2","DHCPv6","146","547","546","","","0.102358"
"187.181279","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.108994"
"187.276398","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.095119"
"187.280627","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004229"
"187.456716","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.176089"
"187.458557","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001841"
"187.458564","172.27.224.251","172.27.224.250","TCP","60","502","52580","Not set","Set","0.000007"
"187.468848","172.27.224.250","172.27.224.251","TCP","60","52580","502","Set","Set","0.010284"
"187.468854","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000006"
"187.469424","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000570"
"187.469670","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000246"
"187.469916","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000246"
"187.470188","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000272"
"187.470414","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000226"
"187.470665","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000251"
"187.470915","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000250"
"187.471163","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000248"
"187.471410","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000247"
"187.471658","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000248"
"187.471913","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000255"
"187.472160","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000247"
"187.480314","172.27.224.250","172.27.224.251","TCP","60","52580","502","Set","Not set","0.008154"
"187.489960","172.27.224.250","172.27.224.251","TCP","60","52580","502","Set","Not set","0.009646"
"187.490835","172.27.224.250","172.27.224.251","Modbus/TCP","66","52580","502","Set","Not set","0.000875"
"187.493241","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.002406"
"187.587467","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094226"
"187.590011","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002544"
"187.693083","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.103072"
"187.789678","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.096595"
"187.899525","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109847"
"187.910657","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011132"
"188.019602","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.108945"
"188.117250","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.097648"
"188.211533","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094283"
"188.220023","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.008490"
"188.429241","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.209218"
"188.523465","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094224"
"188.530721","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007256"
"188.725659","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.194938"
"188.835824","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.110165"
"188.840046","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004222"
"188.908421","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.068375"
"188.918754","172.27.224.250","172.27.224.251","TCP","60","52580","502","Set","Not set","0.010333"
"188.919975","172.27.224.250","172.27.224.251","TCP","60","52580","502","Set","Not set","0.001221"
"188.919979","172.27.224.251","172.27.224.250","TCP","60","502","52580","Set","Not set","0.000004"
"188.920141","172.27.224.250","172.27.224.251","TCP","60","52580","502","Set","Not set","0.000162"
"188.928750","172.27.224.250","172.27.224.251","TCP","60","52580","502","Not set","Not set","0.008609"
"189.037646","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.108896"
"189.147434","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109788"
"189.150693","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003259"
"189.349643","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.198950"
"189.459436","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109793"
"189.469991","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010555"
"189.677233","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207242"
"189.771402","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094169"
"189.780678","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009276"
"189.973653","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.192975"
"190.019309","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.045656"
"190.083517","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.064208"
"190.089983","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006466"
"190.301255","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211272"
"190.357241","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.055986"
"190.358648","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001407"
"190.358656","172.27.224.251","172.27.224.250","TCP","60","502","52581","Not set","Set","0.000008"
"190.368917","172.27.224.250","172.27.224.251","TCP","60","52581","502","Set","Set","0.010261"
"190.368925","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000008"
"190.369968","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.001043"
"190.370197","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000229"
"190.370433","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000236"
"190.370686","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000253"
"190.370934","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000248"
"190.371184","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000250"
"190.371430","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000246"
"190.371683","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000253"
"190.371930","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000247"
"190.372179","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000249"
"190.372428","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000249"
"190.372680","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000252"
"190.381257","172.27.224.250","172.27.224.251","TCP","60","52581","502","Set","Not set","0.008577"
"190.389728","172.27.224.250","172.27.224.251","TCP","60","52581","502","Set","Not set","0.008471"
"190.390580","172.27.224.250","172.27.224.251","Modbus/TCP","66","52581","502","Set","Not set","0.000852"
"190.395596","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.005016"
"190.400060","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004464"
"190.592805","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.192745"
"190.597618","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.004813"
"190.707480","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109862"
"190.710709","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003229"
"190.909629","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.198920"
"191.019568","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109939"
"191.030078","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010510"
"191.237200","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207122"
"191.331626","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094426"
"191.340713","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009087"
"191.549205","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208492"
"191.643404","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094199"
"191.650108","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006704"
"191.808897","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.158789"
"191.818794","172.27.224.250","172.27.224.251","TCP","60","52581","502","Set","Not set","0.009897"
"191.820028","172.27.224.250","172.27.224.251","TCP","60","52581","502","Set","Not set","0.001234"
"191.820032","172.27.224.251","172.27.224.250","TCP","60","502","52581","Set","Not set","0.000004"
"191.820194","172.27.224.250","172.27.224.251","TCP","60","52581","502","Set","Not set","0.000162"
"191.828766","172.27.224.250","172.27.224.251","TCP","60","52581","502","Not set","Not set","0.008572"
"191.861225","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.032459"
"191.955834","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094609"
"191.960731","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004897"
"192.019291","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.058560"
"192.106975","0.0.0.0","255.255.255.255","DHCP","342","67","68","","","0.087684"
"192.157583","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.050608"
"192.267461","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109878"
"192.270053","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002592"
"192.469595","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.199542"
"192.579355","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109760"
"192.590725","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011370"
"192.797173","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206448"
"192.891380","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094207"
"192.900033","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.008653"
"193.109189","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.209156"
"193.203783","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094594"
"193.210727","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006944"
"193.256719","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.045992"
"193.258672","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001953"
"193.258679","172.27.224.251","172.27.224.250","TCP","60","502","52582","Not set","Set","0.000007"
"193.268917","172.27.224.250","172.27.224.251","TCP","60","52582","502","Set","Set","0.010238"
"193.268923","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000006"
"193.269440","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000517"
"193.269672","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000232"
"193.269917","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000245"
"193.270191","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000274"
"193.270419","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000228"
"193.270667","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000248"
"193.270913","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000246"
"193.271162","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000249"
"193.271414","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000252"
"193.271660","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000246"
"193.271909","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000249"
"193.272158","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000249"
"193.280428","172.27.224.250","172.27.224.251","TCP","60","52582","502","Set","Not set","0.008270"
"193.290068","172.27.224.250","172.27.224.251","TCP","60","52582","502","Set","Not set","0.009640"
"193.290942","172.27.224.250","172.27.224.251","Modbus/TCP","66","52582","502","Set","Not set","0.000874"
"193.405576","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.114634"
"193.493228","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.087652"
"193.515341","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.022113"
"193.520072","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004731"
"193.717592","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.197520"
"193.827390","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109798"
"193.830769","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003379"
"194.019363","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.188594"
"194.029560","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.010197"
"194.139354","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109794"
"194.150130","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010776"
"194.357173","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207043"
"194.451496","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094323"
"194.460761","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009265"
"194.669146","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208385"
"194.708449","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.039303"
"194.718827","172.27.224.250","172.27.224.251","TCP","60","52582","502","Set","Not set","0.010378"
"194.719668","172.27.224.250","172.27.224.251","TCP","60","52582","502","Set","Not set","0.000841"
"194.719673","172.27.224.251","172.27.224.250","TCP","60","502","52582","Set","Not set","0.000005"
"194.719841","172.27.224.250","172.27.224.251","TCP","60","52582","502","Set","Not set","0.000168"
"194.728791","172.27.224.250","172.27.224.251","TCP","60","52582","502","Not set","Not set","0.008950"
"194.763282","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.034491"
"194.770746","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007464"
"194.981171","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210425"
"195.075332","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094161"
"195.080116","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004784"
"195.293143","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.213027"
"195.387838","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094695"
"195.390760","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002922"
"195.589540","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.198780"
"195.699317","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109777"
"195.710126","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010809"
"195.917151","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207025"
"196.011862","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094711"
"196.019254","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.007392"
"196.020774","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.001520"
"196.156266","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.135492"
"196.158710","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.002444"
"196.158717","172.27.224.251","172.27.224.250","TCP","60","502","52583","Not set","Set","0.000007"
"196.168985","172.27.224.250","172.27.224.251","TCP","60","52583","502","Set","Set","0.010268"
"196.168989","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000004"
"196.170044","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.001055"
"196.170273","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000229"
"196.170519","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000246"
"196.170767","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000248"
"196.171023","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000256"
"196.171268","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000245"
"196.171518","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000250"
"196.171763","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000245"
"196.172013","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000250"
"196.172269","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000256"
"196.172514","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000245"
"196.172761","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000247"
"196.180513","172.27.224.250","172.27.224.251","TCP","60","52583","502","Set","Not set","0.007752"
"196.189778","172.27.224.250","172.27.224.251","TCP","60","52583","502","Set","Not set","0.009265"
"196.190622","172.27.224.250","172.27.224.251","Modbus/TCP","66","52583","502","Set","Not set","0.000844"
"196.229133","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.038511"
"196.323613","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094480"
"196.330814","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007201"
"196.392865","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.062051"
"196.541128","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.148263"
"196.635615","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094487"
"196.640121","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004506"
"196.853143","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.213022"
"196.947290","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094147"
"196.950802","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003512"
"197.149537","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.198735"
"197.259466","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109929"
"197.270163","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010697"
"197.477102","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206939"
"197.571412","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094310"
"197.580816","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009404"
"197.609031","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.028215"
"197.618829","172.27.224.250","172.27.224.251","TCP","60","52583","502","Set","Not set","0.009798"
"197.619677","172.27.224.250","172.27.224.251","TCP","60","52583","502","Set","Not set","0.000848"
"197.619681","172.27.224.251","172.27.224.250","TCP","60","502","52583","Set","Not set","0.000004"
"197.619848","172.27.224.250","172.27.224.251","TCP","60","52583","502","Set","Not set","0.000167"
"197.628837","172.27.224.250","172.27.224.251","TCP","60","52583","502","Not set","Not set","0.008989"
"197.789112","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.160275"
"197.883308","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094196"
