byte_rate,packet_rate,avg_flow_number,avg_deltatime,source_entropy,destination_entropy,s-port_entropy,d-port_entropy,synack_ratio,modbus_rate,tcp_rate,ping_rate,other_rate,label
12004.30267477595,199.93841896695454,1.93,0.005003039999999999,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11993.0919790198,199.8848663169967,0.0,0.00500312,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15017.641355735914,249.8775599956059,388.57,0.0040022,0.83,0.04,0.02,0.02,0.1111111111111111,0.01,0.18,0.79,0.02,2
11993.04403445985,199.8840672409975,0.0,0.00500364,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12001.159339177568,199.88606494299745,1.94,0.00500363,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13319.214965470585,221.9869160911764,89.17,0.00450508,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11992.348881413887,199.87248135689813,0.0,0.00500376,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11993.691318366105,199.89485530610176,0.0,0.00500332,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15043.082007043386,249.9681290635325,370.38,0.0040006700000000004,0.83,0.07,0.02,0.02,0.11764705882352941,0.01,0.17,0.77,0.05,2
11994.674364581935,199.9112394096989,23.09,0.005002970000000001,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
11994.362649553943,199.90604415923238,0.0,0.00500354,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13319.747191197617,221.9957865199603,89.83,0.004505299999999999,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11983.893646939669,199.7315607823278,0.0,0.00500695,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12009.537220764472,200.02560327722307,1.96,0.00499962,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15026.80321638654,250.03000360044157,371.09,0.00400355,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
12001.512190536283,200.0252031756047,23.26,0.005002370000000001,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
11993.04403445985,199.8840672409975,0.0,0.00500321,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13323.776194290798,221.91499324268486,92.46,0.004506490000000001,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
12258.983280789733,204.3163880131622,0.0,0.005003799999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12257.255273683937,204.2875878947323,0.0,0.0050037,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15404.608053969037,256.3162737765231,373.81,0.0040095800000000004,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
12265.000827335505,204.28049345995177,25.41,0.00499687,1.0,0.02,0.01,0.01,0.0,0.0,0.01,0.98,0.01,2
11988.059892347384,199.80099820578974,0.0,0.0050054,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12015.283440536023,200.2547240089337,91.15,0.004993869999999999,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
12997.53480090036,216.62558001500597,0.2,0.0046192,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13286.742689967317,221.2981793798687,1.99,0.004902610000000001,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15421.525986938232,256.5977701653616,376.74,0.0039974699999999995,0.83,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.79,0.03,2
12005.114178640837,200.0852363106806,23.6,0.00500251,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
12001.53619663202,200.02560327720033,0.22,0.00499963,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13322.12062243919,221.88741876147884,93.81,0.00450999,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
12250.523199429512,204.17538665715853,0.23,0.0049989299999999995,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12002.59255999187,200.04320933319784,0.0,0.00500251,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
14036.334562252567,233.78305400154176,345.92,0.004281470000000001,0.86,0.04,0.02,0.02,0.14285714285714285,0.0,0.15,0.82,0.03,2
12970.12939896069,215.9528704455659,57.34,0.0047217,0.98,0.02,0.02,0.02,0.0,0.01,0.03,0.96,0.0,2
12006.319115324004,199.97200391945375,2.01,0.0050031,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12859.007413218496,214.31679022030826,81.23,0.004666180000000001,0.97,0.02,0.02,0.02,0.0,0.0,0.05,0.95,0.0,2
12576.744342036518,209.61240570060863,11.24,0.0048448499999999995,1.0,0.02,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
12244.82299087961,204.08038318132682,0.0,0.0050028799999999995,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12970.555026630787,215.88806635537262,135.17,0.0047351500000000005,0.96,0.05,0.02,0.02,0.4,0.0,0.06,0.91,0.03,2
14081.039830633274,234.44954762959162,272.76,0.0042677999999999995,0.89,0.02,0.02,0.02,0.0,0.01,0.12,0.87,0.0,2
11993.811193423457,199.89685322372426,0.0,0.0050028500000000005,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11990.67125776184,199.84452096269735,0.0,0.00500413,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13035.086614720498,217.1067057748251,95.16,0.00460679,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
13001.111595041279,216.685193250688,0.0,0.00500301,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13299.228201457472,221.65380335762455,1.41,0.00489983,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15044.48260497428,250.32416979990484,407.39,0.00400242,0.83,0.03,0.02,0.02,0.1111111111111111,0.01,0.18,0.8,0.01,2
12253.66140382354,204.0916289777405,2.04,0.00500267,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11957.765173406764,199.29608622344608,0.0,0.00501787,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12032.198162283052,200.53663603805086,93.79,0.00498686,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11993.451575439982,199.89085959066634,0.0,0.00500373,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12003.438693297147,199.92402886903974,2.05,0.0050022800000000004,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
16670.318788641733,277.3763525564348,411.69,0.00360667,0.83,0.04,0.02,0.02,0.1111111111111111,0.01,0.18,0.79,0.02,2
13024.451236454905,217.0741872742484,0.0,0.00500306,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13026.996278621735,217.11660464369558,0.0,0.005002800000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13329.100463321456,222.00367194073044,96.51,0.00490188,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
11992.181097924808,199.86968496541346,0.0,0.005003560000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11993.523497311442,199.89205828852403,0.0,0.00500301,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15020.568932164246,249.92627174982107,414.58,0.004002400000000001,0.83,0.04,0.02,0.02,0.1111111111111111,0.01,0.18,0.79,0.02,2
11993.187869289717,199.88646448816195,0.0,0.00500343,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12003.870668489548,199.9312236590531,2.07,0.0050024000000000015,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13319.274099562073,221.9879016593679,95.11,0.004506329999999999,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11992.324912056574,199.87208186760958,0.0,0.005003209999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11991.222425183752,199.85370708639587,0.0,0.0050038800000000005,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15034.022788519931,249.98375105620104,419.55,0.0040005299999999995,0.83,0.05,0.02,0.02,0.1111111111111111,0.01,0.18,0.78,0.03,2
11991.533977011792,199.8588996168632,0.0,0.005004349999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11991.3422508949,199.85570418158167,0.0,0.005003780000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13319.8063300168,221.99677216694664,95.77,0.004504869999999999,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
12010.257928490317,200.0376070701252,2.09,0.0050054,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11990.64729510889,199.84412158514817,0.0,0.00500419,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15016.290551479511,249.8550840512398,420.36,0.00400258,0.83,0.04,0.02,0.02,0.1111111111111111,0.01,0.18,0.79,0.02,2
11995.177938468636,199.91963230781062,0.0,0.005002999999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12004.062667444101,199.93442150972854,2.1,0.0050024200000000005,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13318.32801710026,221.9721336183377,96.43,0.00450539,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11996.80884884608,199.94681414743468,0.0,0.00500262,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11996.25716776356,199.93761946272602,0.0,0.005002949999999998,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15015.652756158139,249.8444718162752,398.29,0.004003799999999999,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
12002.358891320313,199.90604415923238,27.32,0.0050027,1.0,0.03,0.01,0.01,0.0,0.0,0.01,0.97,0.02,2
11983.391020045918,199.72318366743195,0.0,0.0050072,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13317.914148284988,221.9652358047498,97.09,0.00450554,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
12177.82053545978,202.9636755909963,0.26,0.00500981,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12015.209125474841,200.12007204321853,2.12,0.00499717,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15040.642267958512,250.26027068150603,401.28,0.0040023900000000015,0.83,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.79,0.03,2
11993.859144118716,199.8976524019786,25.13,0.00500285,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
11994.26674049888,199.90444567498133,0.28,0.005003400000000002,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13329.100463321456,222.00367194073044,99.88,0.00450527,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
12001.176115259055,200.01960192098426,0.29,0.00500265,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11993.57144570497,199.89285742841616,0.0,0.00500333,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15019.59294653881,249.91003238833295,403.73,0.0040022,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
12003.054741446727,199.91763393482225,27.44,0.00500335,1.0,0.02,0.01,0.01,0.0,0.0,0.01,0.98,0.01,2
11993.04403445985,199.8840672409975,0.0,0.00500291,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13317.884587211134,221.96474312018557,98.41,0.0045054199999999996,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11995.249881046824,199.92083135078042,0.0,0.005003679999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12006.583223180513,199.97640278448554,2.15,0.0050015699999999995,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15021.695227050708,249.94501209734955,406.45,0.00400261,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
11997.216645738396,199.9536107623066,25.47,0.005002260000000001,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
11994.218786545845,199.90364644243076,0.0,0.00500321,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13060.200996493657,217.67001660822763,99.07,0.00459516,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
12616.360923743077,210.1325936666069,2.16,0.00491515,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12207.378953664478,203.45631589440796,0.04,0.005003289999999999,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
14089.428472933572,234.5111263803857,373.0,0.00426436,0.86,0.05,0.02,0.02,0.14285714285714285,0.0,0.15,0.82,0.03,2
12876.55784696049,214.3949025467947,61.85,0.00473916,0.98,0.02,0.02,0.02,0.0,0.01,0.03,0.96,0.0,2
12002.95875732237,199.91603526519606,2.17,0.00500274,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12693.06683534403,211.5511139224005,87.61,0.00472731,0.97,0.02,0.02,0.02,0.0,0.0,0.05,0.95,0.0,2
12789.495560979405,213.15825934965673,12.12,0.00478106,1.0,0.02,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
12203.083719256441,203.384728654274,0.0,0.00500371,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12970.443020074943,215.88620206516217,145.78,0.004718429999999999,0.96,0.05,0.02,0.02,0.4,0.0,0.06,0.91,0.03,2
14017.382861730324,233.38965803746794,294.1,0.0042872100000000005,0.89,0.02,0.02,0.02,0.0,0.01,0.12,0.87,0.0,2
11993.28376109302,199.88806268488366,0.0,0.00500359,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11994.146856333888,199.9024476055648,0.0,0.00500325,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13085.941331218764,217.95371970717463,102.58,0.00458916,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
13059.291359319259,217.6548559886543,0.0,0.00500301,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13078.391880934025,217.97319801556708,1.52,0.004996399999999999,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15334.253558644166,255.14564989424568,439.07,0.0039259,0.83,0.03,0.02,0.02,0.1111111111111111,0.01,0.18,0.8,0.01,2
12209.282226790703,203.35246880064463,2.2,0.00500041,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11996.832836131074,199.9472139355179,0.0,0.005003960000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12000.888065715984,200.01480109526642,101.05,0.0050012,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11992.253004559527,199.87088340932544,0.0,0.00500325,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12000.655598772993,199.87767486297457,2.21,0.00500357,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
16747.478125174497,278.66020174999164,443.48,0.0035887600000000003,0.83,0.04,0.02,0.02,0.1111111111111111,0.01,0.18,0.79,0.02,2
13076.852663099775,217.94754438499623,0.0,0.005002890000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13078.534419432302,217.97557365720505,0.0,0.00500321,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13316.436255330293,221.94060425550487,101.71,0.00492197,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11999.312497751735,199.85530475935602,2.22,0.00500448,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11991.390181849358,199.85650303082264,0.0,0.00500401,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15019.555411163112,249.90940783965246,446.37,0.004001650000000001,0.83,0.04,0.02,0.02,0.1111111111111111,0.01,0.18,0.79,0.02,2
11993.451575439982,199.89085959066634,0.0,0.005004420000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12005.142776018332,199.95241132608814,2.23,0.00500255,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13318.653217787005,221.97755362978342,102.37,0.00450641,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11992.348881412525,199.87248135687543,0.0,0.005003899999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11993.427601674513,199.89046002790857,0.3,0.005003540000000001,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15035.187939849628,250.00312503906932,451.5,0.00400014,0.83,0.05,0.02,0.02,0.1111111111111111,0.01,0.18,0.78,0.03,2
11995.465713959298,199.9244285659883,0.31,0.005002759999999999,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11992.972118338672,199.88286863897787,0.0,0.00500355,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13321.432853317796,222.02388088862992,103.35,0.0045048,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
12000.487694702982,199.8748783261656,2.25,0.0050039099999999994,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11993.355680951803,199.88926134919672,0.33,0.005002779999999999,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15018.804743042916,249.89691752151273,425.49,0.0040022799999999996,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
13092.718266523323,218.21197110872205,27.0,0.00458363,1.0,0.02,0.01,0.01,0.0,0.0,0.01,0.98,0.01,2
13089.633446631899,218.16055744386497,0.0,0.005003070000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12250.761081592738,204.04332247822683,105.95,0.00492434,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
11995.369787261534,199.92282978769222,0.0,0.00500324,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11990.838999004714,199.8473166500786,0.0,0.00500544,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15019.40527153639,249.90690967614628,428.22,0.00400271,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
12008.984736748658,200.01640134491436,29.1,0.0050003700000000005,1.0,0.02,0.01,0.01,0.0,0.0,0.01,0.98,0.01,2
11997.840388730025,199.96400647883374,0.0,0.005003559999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13252.229687645815,220.8704947940969,104.35,0.00453065,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11995.993338224238,199.93322230373732,0.0,0.00500306,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12050.465841626905,200.70729249878258,2.28,0.0049848,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15087.272718142136,251.0361517161753,430.93,0.004002,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
12044.734142604977,200.74556904341628,27.0,0.005000709999999999,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
11998.056314877806,199.9676052479634,0.0,0.005003059999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13271.001182541684,221.0359957118868,107.3,0.00452638,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
11995.32182448935,199.92203040815585,0.0,0.005003530000000002,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11996.137243806337,199.9356207301056,0.0,0.005002530000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15021.73277312241,249.94563682400016,433.65,0.00400192,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
12056.539628543956,200.80845483917315,29.47,0.0049815499999999995,1.0,0.02,0.01,0.01,0.0,0.0,0.01,0.98,0.01,2
12020.434739056733,200.3405789842789,0.0,0.005011199999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13313.983677056429,221.89972795094047,105.67,0.00451836,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
12070.467388615216,201.17445647692026,0.0,0.005003380000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12079.000364139672,201.18255103497125,2.31,0.0050028600000000005,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15015.877854203984,249.84821720805297,436.37,0.004002959999999999,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
11982.864503759294,199.71440839598824,27.34,0.0050075399999999996,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
11994.530494094866,199.90884156824777,0.0,0.00500254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13195.948843705459,219.9324807284243,106.33,0.004548390000000001,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
13175.71052059823,219.44887609257546,2.32,0.00498734,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12028.362879671131,200.4727146611855,0.0,0.00500371,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
14153.534258201562,235.73508091608198,426.13,0.0042574299999999995,0.85,0.04,0.02,0.02,0.125,0.0,0.17,0.81,0.02,2
13009.010570091805,216.60024259227114,53.44,0.00471851,0.99,0.02,0.02,0.02,0.0,0.01,0.02,0.97,0.0,2
12007.543713340045,199.9924002888082,2.33,0.005001900000000001,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12843.75782666503,214.06263044441718,107.03,0.004672300000000001,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
13139.856249971808,218.9976041661968,0.0,0.0048801800000000005,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13139.769922629692,218.99616537716153,0.0,0.00500327,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
14681.696996947385,244.36912444985663,183.99,0.00452909,0.95,0.05,0.02,0.02,0.3333333333333333,0.0,0.07,0.9,0.03,2
13561.541761691684,225.79989613206268,300.94,0.004431170000000001,0.89,0.02,0.02,0.02,0.0,0.01,0.12,0.87,0.0,2
11981.141682990912,199.6856947165152,0.0,0.00500895,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12010.569300985491,200.17615501642484,27.69,0.0049958599999999995,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
13205.617446195394,219.9469927747401,82.39,0.0045539099999999996,0.97,0.03,0.02,0.02,0.0,0.0,0.05,0.94,0.01,2
13130.050966482224,218.83418277470372,0.0,0.0050031599999999996,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13264.756046908153,220.9319794621611,30.97,0.00495974,1.0,0.03,0.01,0.01,1.0,0.0,0.01,0.97,0.02,2
15005.509015546893,249.84197495083072,454.64,0.00400384,0.83,0.02,0.02,0.02,0.05263157894736842,0.01,0.18,0.81,0.0,2
12070.525321163575,201.04139442311086,2.36,0.005001310000000001,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12009.175009707462,200.1529168284577,0.35,0.00499742,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13194.149714016876,219.9024952336146,108.43,0.00455299,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
13182.814882518176,219.71358137530294,0.36,0.004987879999999999,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12016.41442210013,200.27357370166882,0.0,0.005008260000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15211.876089227102,252.9410723183755,491.0,0.003964,0.82,0.05,0.02,0.02,0.10526315789473684,0.01,0.19,0.77,0.03,2
12022.289324408583,200.37148874014304,0.37,0.0049946800000000005,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
12010.64142830592,200.17735713843203,0.0,0.00500417,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13306.808428532528,221.78014047554214,109.51,0.00451652,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
12118.889370756975,201.71253946000292,2.48,0.004991499999999999,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.97,0.03,2
12005.90690619795,200.0984484366325,0.39,0.00500317,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
15019.48034097454,249.90815875165626,478.32,0.00400233,0.83,0.04,0.02,0.02,0.1111111111111111,0.01,0.18,0.79,0.02,2
11990.048259943473,199.83413766572457,0.0,0.005004320000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12002.214932403542,199.90364644243076,2.39,0.005002800000000001,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
13308.313703570244,221.80522839283742,109.79,0.00450916,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
11999.592013871194,199.99320023118656,0.0,0.0050025799999999995,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11998.488190487724,199.9748031747954,0.0,0.005002919999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15043.085658541146,250.13444726539984,483.61,0.00399992,0.83,0.05,0.02,0.02,0.1111111111111111,0.01,0.18,0.78,0.03,2
11992.15712923683,199.8692854872805,0.0,0.0050038700000000005,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
11992.75637514861,199.87927291914352,0.0,0.00500333,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13311.266212013536,221.85443686689226,110.45,0.004507700000000001,0.96,0.02,0.02,0.02,0.0,0.0,0.06,0.94,0.0,2
12096.108051044132,201.46748919127467,2.41,0.005000630000000001,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,2
11989.401369189134,199.82335615315225,0.0,0.005006750000000001,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
15013.43965146854,249.80764811095742,455.57,0.00400322,0.84,0.04,0.02,0.02,0.11764705882352941,0.01,0.17,0.8,0.02,2
11992.732404162338,199.87887340270564,28.53,0.005003209999999999,1.0,0.01,0.01,0.01,0.0,0.0,0.01,0.99,0.0,2
11992.54063972184,199.87567732869732,0.0,0.0050034599999999995,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
13228.54492615671,220.3288628607047,113.53,0.00453897,0.96,0.03,0.02,0.02,0.0,0.0,0.06,0.93,0.01,2
12012.13225357689,200.2022042262815,0.0,0.00500332,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
12013.166430407262,200.2194405067877,0.0,0.005003039999999999,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
